            Время    Канал: 0    Канал: 1 
             2263     -0.2979      1.9507 
             2263     -0.2588      1.9922 
             2263     -0.2173      2.0703 
             2263     -0.1782      2.1021 
             2263     -0.1685      2.1802 
             2263     -0.1196      2.2314 
             2263     -0.0684      2.3096 
             2263     -0.0488      2.3608 
             2263     -0.0391      2.4390 
             2263      0.0415      2.5293 
             2264      0.0293      2.5977 
             2264      0.0903      2.6782 
             2264      0.0903      2.7368 
             2264      0.1099      2.7881 
             2264      0.1587      2.8564 
             2264      0.2295      2.9175 
             2264      0.2197      2.9761 
             2264      0.2490      3.0176 
             2264      0.2783      3.0566 
             2264      0.3394      3.1470 
             2265      0.3198      3.1665 
             2265      0.3687      3.2349 
             2265      0.4077      3.2544 
             2265      0.4077      3.3154 
             2265      0.4688      3.3643 
             2265      0.4590      3.3960 
             2265      0.4980      3.4351 
             2265      0.5371      3.4644 
             2265      0.5469      3.4839 
             2265      0.5786      3.5352 
             2266      0.5884      3.5547 
             2266      0.6372      3.5938 
             2266      0.6470      3.6035 
             2266      0.6885      3.6230 
             2266      0.6665      3.6328 
             2266      0.6665      3.6548 
             2266      0.7080      3.6426 
             2266      0.6982      3.6548 
             2266      0.7080      3.6426 
             2266      0.7178      3.6230 
             2267      0.6982      3.5742 
             2267      0.7178      3.4741 
             2267      0.7080      3.3545 
             2267      0.6885      3.2666 
             2267      0.7080      3.1665 
             2267      0.6885      3.0762 
             2267      0.6885      2.9858 
             2267      0.6982      2.8979 
             2267      0.6982      2.8076 
             2267      0.6763      2.7368 
             2268      0.6982      2.6392 
             2268      0.6885      2.5488 
             2268      0.7080      2.4585 
             2268      0.7080      2.3706 
             2268      0.6763      2.2803 
             2268      0.7080      2.1899 
             2268      0.6763      2.1021 
             2268      0.6567      2.0117 
             2268      0.6763      1.9116 
             2268      0.6567      1.7920 
             2269      0.6763      1.7017 
             2269      0.6372      1.5820 
             2269      0.6665      1.4844 
             2269      0.6470      1.3354 
             2269      0.6665      1.2256 
             2269      0.6665      1.0864 
             2269      0.6470      0.9668 
             2269      0.6372      0.8374 
             2269      0.6274      0.7178 
             2269      0.6274      0.5981 
             2270      0.6665      0.4980 
             2270      0.6372      0.3882 
             2270      0.6079      0.2783 
             2270      0.6274      0.1904 
             2270      0.6177      0.0903 
             2270      0.6470     -0.0195 
             2270      0.6274     -0.1196 
             2270      0.6079     -0.2295 
             2270      0.6470     -0.3271 
             2270      0.6372     -0.4077 
             2271      0.6079     -0.5371 
             2271      0.5884     -0.6274 
             2271      0.5786     -0.7153 
             2271      0.5469     -0.8350 
             2271      0.5469     -0.9253 
             2271      0.5176     -1.0156 
             2271      0.4883     -1.1035 
             2271      0.4175     -1.1841 
             2271      0.3296     -1.2842 
             2271      0.2100     -1.3525 
             2272      0.0708     -1.4331 
             2272     -0.0781     -1.4917 
             2272     -0.1685     -1.5527 
             2272     -0.2881     -1.6113 
             2272     -0.3687     -1.6626 
             2272     -0.4565     -1.7212 
             2272     -0.5371     -1.7603 
             2272     -0.5566     -1.8115 
             2272     -0.6372     -1.8604 
             2272     -0.6860     -1.8994 
             2273     -0.7153     -1.9604 
             2273     -0.7471     -2.0093 
             2273     -0.7764     -2.0703 
             2273     -0.7861     -2.1289 
             2273     -0.8350     -2.1802 
             2273     -0.8862     -2.2485 
             2273     -0.8862     -2.3096 
             2273     -0.9546     -2.3779 
             2273     -0.9741     -2.4487 
             2273     -1.0156     -2.5171 
             2274     -1.0059     -2.5977 
             2274     -1.0645     -2.6563 
             2274     -1.0840     -2.7466 
             2274     -1.0840     -2.7661 
             2274     -1.1353     -2.8271 
             2274     -1.1841     -2.8857 
             2274     -1.1841     -2.9370 
             2274     -1.2231     -2.9956 
             2274     -1.2329     -3.0542 
             2274     -1.2524     -3.1055 
             2275     -1.3135     -3.1543 
             2275     -1.2842     -3.2056 
             2275     -1.3525     -3.2544 
             2275     -1.3818     -3.2935 
             2275     -1.3623     -3.3350 
             2275     -1.4038     -3.3936 
             2275     -1.4136     -3.4131 
             2275     -1.4722     -3.4644 
             2275     -1.4917     -3.4937 
             2275     -1.4917     -3.5132 
             2276     -1.5234     -3.5620 
             2276     -1.5332     -3.5840 
             2276     -1.5625     -3.5938 
             2276     -1.5723     -3.6426 
             2276     -1.5820     -3.6230 
             2276     -1.6113     -3.6523 
             2276     -1.6528     -3.6426 
             2276     -1.6211     -3.6523 
             2276     -1.6406     -3.6426 
             2276     -1.6309     -3.6230 
             2277     -1.6406     -3.5840 
             2277     -1.6309     -3.4644 
             2277     -1.6309     -3.3740 
             2277     -1.6309     -3.2837 
             2277     -1.6406     -3.1738 
             2277     -1.6309     -3.0762 
             2277     -1.6113     -2.9956 
             2277     -1.6309     -2.9053 
             2277     -1.6113     -2.8467 
             2277     -1.6113     -2.7563 
             2278     -1.5918     -2.6465 
             2278     -1.6211     -2.5684 
             2278     -1.6016     -2.4683 
             2278     -1.6309     -2.3877 
             2278     -1.5625     -2.2900 
             2278     -1.6016     -2.1997 
             2278     -1.5918     -2.1094 
             2278     -1.6113     -2.0093 
             2278     -1.6113     -1.9214 
             2278     -1.5625     -1.8115 
             2279     -1.5820     -1.7114 
             2279     -1.5625     -1.6016 
             2279     -1.5918     -1.4917 
             2279     -1.5723     -1.3721 
             2279     -1.6016     -1.2329 
             2279     -1.5918     -1.1035 
             2279     -1.6016     -0.9839 
             2279     -1.5723     -0.8545 
             2279     -1.5723     -0.7471 
             2279     -1.5723     -0.6274 
             2280     -1.5430     -0.5078 
             2280     -1.5332     -0.4175 
             2280     -1.5430     -0.2881 
             2280     -1.5527     -0.1978 
             2280     -1.5430     -0.1001 
             2280     -1.5430     -0.0098 
             2280     -1.5625      0.1001 
             2280     -1.5234      0.2197 
             2280     -1.5332      0.3198 
             2280     -1.5430      0.4175 
             2281     -1.5234      0.5176 
